"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",29,1,50,1,"< 1 Year","No",27271,152,95,0
"Female",37,1,3,0,"1-2 Year","Yes",29634,124,109,1
"Male",25,1,45,0,"< 1 Year","Yes",2630,152,232,1
"Female",43,1,28,0,"1-2 Year","Yes",36044,124,59,1
"Female",38,1,3,0,"1-2 Year","Yes",19856,124,260,0
"Male",57,1,28,0,"1-2 Year","Yes",86592,26,254,0
"Female",76,1,39,0,"1-2 Year","No",30684,124,51,0
"Male",46,1,1,0,"1-2 Year","Yes",2630,124,146,1
"Female",32,1,28,0,"< 1 Year","Yes",40260,124,64,1
"Female",28,1,41,1,"< 1 Year","No",25952,152,102,0
"Male",23,1,5,0,"< 1 Year","Yes",35524,152,192,1
"Female",23,1,30,0,"< 1 Year","Yes",24595,160,112,1
"Male",51,1,28,0,"1-2 Year","Yes",32606,26,141,1
"Male",31,1,15,0,"< 1 Year","Yes",80298,124,106,1
"Male",44,1,28,0,"1-2 Year","Yes",28674,26,157,1
"Male",50,1,28,0,"1-2 Year","Yes",30432,26,297,0
"Female",39,1,11,0,"1-2 Year","Yes",35214,26,276,1
"Female",25,1,39,1,"< 1 Year","No",35495,152,174,0
"Male",55,1,8,0,"1-2 Year","Yes",34896,26,69,1
"Male",22,1,35,1,"< 1 Year","No",60210,26,269,0
"Male",44,1,3,0,"1-2 Year","Yes",2630,26,203,0
"Male",25,1,26,1,"< 1 Year","No",30412,152,225,0
"Male",49,1,8,1,"1-2 Year","No",89126,119,180,0
"Female",55,1,46,0,"1-2 Year","Yes",53151,26,189,0
"Male",47,1,48,1,"1-2 Year","No",2630,124,217,0
"Female",58,1,11,1,"1-2 Year","No",32043,26,188,0
"Female",31,1,28,0,"< 1 Year","Yes",47655,26,32,1
"Male",30,1,3,0,"< 1 Year","Yes",40123,152,135,1
"Male",79,1,3,1,"1-2 Year","No",30373,31,64,0
"Male",47,1,28,0,"> 2 Years","Yes",30912,122,84,1
"Female",24,1,8,1,"< 1 Year","No",48923,152,208,0
"Female",44,1,28,0,"1-2 Year","Yes",49646,124,292,1
"Male",56,1,28,0,"1-2 Year","Yes",32768,124,286,1
"Female",35,1,8,1,"1-2 Year","No",34685,152,184,0
"Male",29,1,41,0,"< 1 Year","Yes",2630,152,22,0
"Male",21,1,15,0,"< 1 Year","Yes",26846,160,185,0
"Female",22,1,4,0,"< 1 Year","Yes",31089,152,19,0
"Female",35,1,28,0,"1-2 Year","Yes",24525,154,245,1
"Female",46,1,28,0,"1-2 Year","Yes",2630,122,196,1
"Male",42,1,28,0,"1-2 Year","Yes",35837,26,110,1
"Female",23,1,11,0,"1-2 Year","Yes",44757,124,67,1
"Male",22,1,45,0,"< 1 Year","Yes",32577,152,181,1
"Male",57,1,28,0,"1-2 Year","Yes",33882,124,281,1
"Male",22,1,32,1,"< 1 Year","No",28849,152,208,0
"Female",73,1,28,0,"1-2 Year","Yes",2630,156,17,1
"Female",34,1,2,0,"1-2 Year","Yes",2630,156,292,1
"Male",41,1,37,0,"1-2 Year","Yes",27567,124,54,1
"Female",33,1,33,0,"< 1 Year","No",30086,154,151,0
"Female",20,1,9,0,"< 1 Year","Yes",36549,160,34,0
"Female",23,1,50,0,"< 1 Year","Yes",40694,152,218,0
"Female",46,1,28,0,"> 2 Years","Yes",62957,26,205,1
"Female",22,1,28,1,"< 1 Year","No",55838,26,104,0
"Male",49,1,28,0,"> 2 Years","Yes",24002,122,41,1
"Male",39,1,41,0,"1-2 Year","Yes",38212,124,224,1
"Male",50,1,8,0,"1-2 Year","Yes",46276,26,161,0
"Female",48,1,11,0,"1-2 Year","Yes",41735,122,53,0
"Male",41,1,28,1,"1-2 Year","No",39486,124,117,0
"Male",53,1,8,0,"1-2 Year","Yes",38582,26,187,1
"Female",60,1,23,0,"1-2 Year","Yes",2630,157,135,1
"Male",39,1,28,0,"1-2 Year","Yes",2630,26,123,1
"Female",44,1,28,1,"1-2 Year","No",66782,26,170,0
"Male",24,1,47,0,"< 1 Year","Yes",20394,152,278,0
"Male",43,1,41,0,"1-2 Year","Yes",31290,26,126,0
"Male",26,1,28,1,"< 1 Year","No",60729,152,124,0
"Male",23,1,14,1,"< 1 Year","No",2630,152,73,0
"Male",45,1,3,0,"> 2 Years","Yes",40765,157,148,0
"Female",45,1,8,0,"1-2 Year","Yes",42447,26,126,1
"Male",21,1,46,1,"< 1 Year","No",30802,152,207,0
"Female",23,1,45,1,"< 1 Year","No",21570,152,85,0
"Female",27,1,29,1,"< 1 Year","No",27272,151,133,0
"Male",55,1,41,0,"1-2 Year","No",2630,26,121,0
"Female",32,1,12,0,"1-2 Year","Yes",64759,155,114,1
"Male",46,1,37,0,"1-2 Year","Yes",29166,26,234,1
"Male",78,1,28,0,"> 2 Years","Yes",35364,25,28,1
"Male",31,1,28,0,"1-2 Year","Yes",60076,124,283,1
"Female",45,1,28,0,"1-2 Year","Yes",37126,163,193,1
"Male",28,1,21,1,"< 1 Year","No",26309,152,45,0
"Male",25,1,46,0,"< 1 Year","Yes",2630,156,127,1
"Female",50,1,39,0,"1-2 Year","Yes",33168,155,58,0
"Male",47,1,28,0,"> 2 Years","Yes",38294,26,27,1
"Male",23,1,15,0,"< 1 Year","No",37422,152,157,0
"Female",24,1,45,0,"< 1 Year","Yes",30282,26,181,1
"Female",50,1,28,0,"1-2 Year","Yes",46737,122,285,0
"Male",22,1,32,0,"< 1 Year","Yes",29789,152,178,0
"Male",33,1,41,0,"< 1 Year","Yes",19684,124,255,1
"Female",61,1,35,1,"1-2 Year","No",25333,124,278,0
"Female",24,1,3,1,"< 1 Year","No",25536,152,167,0
"Female",34,1,41,0,"1-2 Year","Yes",2630,124,208,1
"Female",46,1,8,0,"1-2 Year","Yes",2630,124,34,1
"Male",54,1,14,0,"1-2 Year","Yes",2630,26,109,1
"Female",33,1,28,0,"1-2 Year","Yes",39476,150,50,1
"Male",76,1,28,0,"> 2 Years","Yes",33468,26,195,0
"Female",29,1,18,1,"< 1 Year","No",27448,152,79,0
"Female",55,1,28,0,"1-2 Year","Yes",45639,26,129,1
"Female",32,1,31,0,"1-2 Year","Yes",2630,148,183,0
"Male",24,1,29,1,"< 1 Year","No",17792,152,201,0
"Female",55,1,35,0,"> 2 Years","Yes",31850,26,92,0
"Male",53,1,41,0,"1-2 Year","Yes",2630,156,177,1
"Female",51,1,28,0,"1-2 Year","Yes",46509,26,273,1
"Male",51,1,39,1,"1-2 Year","No",24284,127,272,0
"Female",41,1,8,0,"1-2 Year","Yes",25521,124,229,1
"Female",23,1,30,1,"< 1 Year","No",30950,152,110,0
"Male",37,1,28,0,"1-2 Year","Yes",32897,122,149,1
"Male",42,1,28,0,"1-2 Year","Yes",68184,154,286,1
"Male",42,1,28,0,"1-2 Year","Yes",29820,26,16,0
"Male",44,1,28,0,"1-2 Year","No",2630,156,47,1
"Female",43,1,28,0,"1-2 Year","Yes",39480,26,153,0
"Male",53,1,46,0,"1-2 Year","Yes",31582,156,170,0
"Male",25,1,28,0,"< 1 Year","No",28234,152,220,1
"Female",23,1,31,0,"< 1 Year","Yes",2630,151,267,0
"Male",46,1,41,0,"1-2 Year","Yes",32877,124,52,1
"Male",51,1,28,0,"1-2 Year","Yes",53056,26,210,1
"Male",60,1,11,0,"1-2 Year","Yes",18194,120,56,1
"Female",38,1,36,0,"1-2 Year","Yes",29589,26,110,1
"Female",33,1,28,1,"1-2 Year","No",29425,124,255,0
"Female",29,1,28,1,"< 1 Year","No",29565,152,120,0
"Female",23,1,46,1,"< 1 Year","No",27584,152,150,0
"Male",56,1,7,1,"1-2 Year","No",30630,124,136,0
"Male",53,1,28,0,"1-2 Year","Yes",42474,157,162,1
"Male",36,1,38,0,"1-2 Year","Yes",2630,156,269,1
"Female",28,1,36,1,"< 1 Year","No",28599,152,257,0
"Male",65,1,26,1,"1-2 Year","No",27985,120,146,0
"Male",21,1,28,1,"< 1 Year","No",37548,160,187,0
"Male",65,1,8,0,"1-2 Year","Yes",69437,124,21,1
"Male",53,1,46,0,"> 2 Years","Yes",39128,11,215,0
"Female",23,1,11,1,"< 1 Year","No",38100,152,249,0
"Female",61,1,31,1,"1-2 Year","No",2630,9,129,0
"Male",24,1,37,0,"< 1 Year","Yes",27960,152,82,0
"Female",28,1,30,0,"< 1 Year","Yes",27606,152,233,1
"Female",34,1,19,0,"1-2 Year","Yes",27715,154,31,0
"Female",22,1,29,0,"< 1 Year","Yes",31019,152,196,0
"Male",28,1,28,1,"< 1 Year","No",39101,152,297,0
"Female",68,1,28,0,"> 2 Years","Yes",63318,26,26,0
"Female",27,1,28,0,"< 1 Year","Yes",45849,26,189,1
"Female",24,1,8,0,"< 1 Year","Yes",34234,152,125,0
"Female",21,1,11,1,"< 1 Year","No",17861,160,71,0
"Male",44,1,28,0,"1-2 Year","Yes",38585,157,255,1
"Female",23,1,36,1,"< 1 Year","No",32119,152,220,0
"Male",27,1,8,1,"< 1 Year","No",31428,122,77,0
"Female",26,1,32,0,"< 1 Year","Yes",31229,152,48,1
"Male",78,1,12,0,"1-2 Year","Yes",29155,124,169,0
"Male",22,1,28,0,"1-2 Year","Yes",47026,124,132,1
"Male",48,1,29,0,"1-2 Year","Yes",2630,26,102,0
"Male",50,1,8,0,"1-2 Year","Yes",26185,152,60,0
"Female",52,1,28,0,"1-2 Year","Yes",36086,26,144,1
"Male",23,1,30,1,"< 1 Year","No",28019,107,177,0
"Female",23,1,41,1,"< 1 Year","No",20119,152,109,0
"Male",48,1,13,0,"1-2 Year","Yes",31302,124,259,1
"Female",34,1,40,1,"1-2 Year","No",2630,152,191,0
"Male",50,1,28,1,"1-2 Year","No",46281,26,259,0
"Female",52,1,28,0,"1-2 Year","Yes",60575,26,53,1
"Male",23,1,18,1,"< 1 Year","No",17281,152,153,0
"Female",35,1,28,0,"1-2 Year","Yes",2630,124,254,1
"Female",64,1,28,0,"1-2 Year","Yes",41444,26,198,0
"Male",63,1,38,1,"1-2 Year","No",47856,26,144,0
"Male",39,1,36,0,"1-2 Year","Yes",2630,124,184,1
"Male",45,1,28,1,"1-2 Year","No",50508,124,67,0
"Female",69,1,8,1,"1-2 Year","No",50162,7,193,0
"Male",41,1,20,0,"1-2 Year","Yes",2630,124,95,1
"Male",31,1,47,0,"< 1 Year","Yes",39013,152,73,1
"Female",27,1,11,0,"< 1 Year","Yes",83910,152,24,1
"Female",39,1,28,0,"1-2 Year","Yes",50737,124,197,1
"Female",21,1,27,0,"< 1 Year","Yes",31680,152,150,0
"Male",38,1,3,0,"1-2 Year","Yes",29851,124,159,1
"Male",24,1,15,0,"< 1 Year","No",37649,152,166,0
"Male",45,1,28,0,"> 2 Years","Yes",42229,122,102,1
"Female",29,1,6,1,"< 1 Year","No",24643,152,190,0
"Male",23,1,13,0,"< 1 Year","Yes",44987,152,291,0
"Female",59,1,28,1,"1-2 Year","No",2630,156,47,0
"Female",54,1,41,0,"1-2 Year","Yes",2630,26,241,1
"Male",48,1,41,1,"1-2 Year","No",2630,124,18,0
"Male",25,1,3,1,"< 1 Year","No",37289,152,24,0
"Male",34,1,18,0,"< 1 Year","Yes",2630,124,185,1
"Female",51,1,0,1,"1-2 Year","No",2630,15,135,0
"Female",23,1,18,1,"< 1 Year","No",28180,152,156,0
"Female",44,1,28,1,"1-2 Year","No",49381,124,32,0
"Female",65,1,28,1,"1-2 Year","No",57866,26,196,0
"Male",21,1,8,0,"1-2 Year","Yes",2630,154,128,1
"Male",45,1,29,1,"1-2 Year","No",28550,124,295,0
"Male",23,1,18,1,"< 1 Year","No",30540,152,118,0
"Male",38,1,46,0,"1-2 Year","Yes",47109,124,83,1
"Male",26,1,45,0,"< 1 Year","Yes",28023,26,24,1
"Male",42,1,34,0,"1-2 Year","Yes",2630,156,111,1
"Male",49,1,28,0,"1-2 Year","No",23524,26,49,0
"Female",53,1,46,0,"1-2 Year","Yes",2630,124,252,0
"Male",57,1,28,0,"1-2 Year","Yes",2630,26,239,1
"Male",30,1,28,0,"1-2 Year","Yes",28138,163,292,1
"Female",67,1,48,1,"1-2 Year","No",2630,26,202,0
"Male",53,1,0,0,"1-2 Year","Yes",2630,26,209,1
"Male",23,1,50,0,"< 1 Year","Yes",33120,152,196,0
"Male",38,1,47,0,"1-2 Year","Yes",27871,124,290,1
"Female",42,1,28,0,"1-2 Year","Yes",38610,124,45,1
"Male",31,1,8,0,"< 1 Year","Yes",35673,124,275,0
"Female",23,1,8,1,"< 1 Year","No",38187,152,265,0
"Male",43,1,46,1,"1-2 Year","No",26901,26,262,0
"Female",35,1,28,0,"1-2 Year","Yes",34959,154,88,0
"Male",23,1,6,1,"< 1 Year","No",30466,152,37,0
"Male",61,1,13,0,"1-2 Year","Yes",34795,124,299,0
"Male",56,1,13,0,"1-2 Year","Yes",2630,26,153,0
"Male",31,1,18,0,"< 1 Year","Yes",2630,152,258,0
"Male",39,1,41,0,"1-2 Year","Yes",26444,124,37,0
"Male",62,1,3,0,"1-2 Year","Yes",29055,26,221,0
"Male",20,1,3,0,"< 1 Year","Yes",20637,160,94,0
"Female",28,1,15,1,"< 1 Year","Yes",2630,160,135,0
"Female",43,1,37,0,"1-2 Year","Yes",2630,124,90,1
"Male",31,1,30,0,"< 1 Year","Yes",45325,152,171,1
"Male",27,1,30,1,"< 1 Year","No",26320,160,154,0
"Male",22,1,47,1,"< 1 Year","No",28065,152,174,0
"Female",47,1,28,0,"1-2 Year","Yes",50631,26,51,0
"Female",67,1,48,1,"1-2 Year","No",2630,15,296,0
"Male",36,1,10,1,"1-2 Year","No",41239,124,138,0
"Female",37,1,28,1,"1-2 Year","No",51555,124,110,0
"Female",29,1,21,1,"< 1 Year","No",39756,152,223,0
"Female",68,1,50,0,"1-2 Year","Yes",25284,26,86,0
"Male",21,1,39,0,"1-2 Year","Yes",29253,156,94,0
"Female",37,1,36,0,"1-2 Year","No",36849,160,114,0
"Male",45,1,28,0,"1-2 Year","Yes",47381,26,215,0
"Female",23,1,8,1,"< 1 Year","No",45322,152,112,0
"Male",25,1,30,1,"< 1 Year","No",26812,152,144,0
"Female",43,1,28,0,"1-2 Year","Yes",44401,124,197,1
"Female",42,1,41,0,"1-2 Year","Yes",2630,124,233,1
"Female",24,1,28,1,"< 1 Year","No",318706,152,42,0
"Female",65,1,28,0,"1-2 Year","Yes",54937,26,235,0
"Female",45,1,28,0,"1-2 Year","Yes",32779,30,275,1
"Male",38,1,15,0,"1-2 Year","Yes",2630,124,29,1
"Female",37,1,3,0,"1-2 Year","Yes",25420,155,154,1
"Male",22,1,15,0,"< 1 Year","No",43880,152,183,0
"Female",47,1,28,0,"> 2 Years","Yes",59174,124,258,1
"Male",53,1,29,0,"1-2 Year","Yes",61662,154,105,1
"Male",37,1,46,1,"1-2 Year","No",46800,26,160,0
"Female",21,1,36,0,"< 1 Year","Yes",32249,160,211,0
"Female",25,1,15,1,"< 1 Year","No",25452,152,218,0
"Male",67,1,28,1,"1-2 Year","No",36425,26,146,0
"Male",43,1,28,0,"1-2 Year","Yes",26984,26,69,1
"Male",65,1,29,0,"1-2 Year","Yes",30422,124,243,1
"Female",26,1,35,1,"< 1 Year","No",24882,152,109,0
"Male",36,1,35,0,"1-2 Year","Yes",41806,124,201,1
"Male",49,1,28,0,"1-2 Year","Yes",35221,26,212,1
"Male",47,1,28,0,"1-2 Year","Yes",25179,13,115,0
"Male",58,1,28,0,"1-2 Year","Yes",38279,124,187,1
"Male",62,1,28,0,"1-2 Year","Yes",27996,26,38,1
"Male",26,1,34,0,"< 1 Year","No",32852,152,14,0
"Male",47,1,28,0,"1-2 Year","Yes",59569,124,20,1
"Male",39,1,28,0,"1-2 Year","Yes",43239,122,86,1
"Female",57,1,43,1,"1-2 Year","No",2630,26,229,0
"Male",38,1,28,1,"1-2 Year","No",37337,26,128,0
"Male",41,1,23,0,"1-2 Year","Yes",42959,124,299,1
"Male",70,1,33,1,"1-2 Year","No",34135,124,178,0
"Male",34,1,30,1,"1-2 Year","No",28810,152,22,0
"Male",47,1,28,0,"1-2 Year","Yes",60308,26,177,1
"Male",44,1,28,0,"1-2 Year","Yes",36313,124,256,1
"Male",59,1,8,0,"1-2 Year","Yes",39078,3,161,0
"Male",27,1,32,1,"< 1 Year","No",29224,152,264,0
"Male",30,1,41,1,"< 1 Year","No",33014,152,182,0
"Male",48,1,5,0,"> 2 Years","Yes",26209,16,291,1
"Female",36,1,36,0,"1-2 Year","Yes",2630,156,14,1
"Female",44,1,26,0,"1-2 Year","Yes",29787,124,209,1
"Male",47,1,28,0,"1-2 Year","Yes",41892,122,16,0
"Male",23,1,9,0,"< 1 Year","Yes",30102,152,254,1
"Male",32,1,15,0,"< 1 Year","Yes",39126,160,75,0
"Female",53,1,28,0,"1-2 Year","Yes",30668,26,43,1
"Male",58,1,30,0,"1-2 Year","Yes",19946,124,209,1
"Female",61,1,28,0,"> 2 Years","Yes",37788,125,119,0
"Male",49,1,35,0,"1-2 Year","Yes",41837,26,190,1
"Female",50,1,41,1,"1-2 Year","No",42611,26,66,0
"Female",21,1,43,1,"< 1 Year","No",54516,152,236,0
"Male",32,1,28,1,"1-2 Year","No",24388,124,60,0
"Female",26,1,15,1,"< 1 Year","No",36115,152,46,0
"Female",21,1,16,0,"< 1 Year","Yes",41614,152,237,0
"Female",42,1,8,0,"1-2 Year","Yes",29254,124,299,1
"Female",39,1,28,0,"1-2 Year","Yes",23694,124,238,0
"Male",38,1,7,0,"1-2 Year","Yes",62377,124,127,1
"Female",44,1,28,0,"1-2 Year","Yes",37041,124,84,1
"Male",24,1,41,1,"< 1 Year","No",36968,152,203,0
"Male",40,1,10,0,"1-2 Year","Yes",36624,124,257,1
"Male",52,1,7,0,"1-2 Year","Yes",2630,154,215,1
"Male",39,1,18,0,"1-2 Year","Yes",2630,124,189,1
"Male",23,1,13,1,"< 1 Year","No",25057,152,214,0
"Male",56,1,39,0,"1-2 Year","Yes",35199,124,273,0
"Female",35,1,46,0,"1-2 Year","Yes",30951,124,40,1
"Female",33,1,28,1,"< 1 Year","No",2630,1,87,1
"Female",41,1,28,1,"1-2 Year","No",25536,26,182,0
"Male",46,1,28,0,"1-2 Year","Yes",29799,26,114,1
"Male",57,1,28,0,"1-2 Year","Yes",2630,26,259,1
"Male",42,1,28,0,"1-2 Year","Yes",38208,124,118,0
"Female",45,1,28,0,"1-2 Year","Yes",42823,26,163,0
"Female",57,1,16,0,"1-2 Year","Yes",29678,124,191,0
"Male",52,1,6,0,"1-2 Year","Yes",2630,157,47,1
"Female",22,1,29,0,"< 1 Year","Yes",30300,152,207,0
"Male",33,1,28,0,"< 1 Year","Yes",34164,124,244,1
"Female",25,1,14,1,"< 1 Year","No",40674,152,162,0
"Female",23,1,28,1,"< 1 Year","No",33796,152,224,0
"Male",24,1,33,0,"< 1 Year","Yes",2630,152,260,0
"Female",33,1,10,0,"< 1 Year","Yes",30271,152,57,0
"Female",36,1,35,0,"1-2 Year","Yes",2630,156,54,0
"Male",46,1,28,0,"1-2 Year","Yes",54091,124,259,0
"Male",34,1,41,0,"1-2 Year","Yes",27799,124,278,1
"Male",54,1,46,0,"1-2 Year","Yes",2630,26,258,0
"Female",48,1,28,0,"> 2 Years","Yes",33977,60,56,1
"Female",25,1,6,1,"< 1 Year","No",23563,152,242,0
"Male",29,1,18,0,"< 1 Year","Yes",27765,26,38,1
"Female",34,1,36,0,"1-2 Year","Yes",25380,124,205,1
"Female",40,1,8,0,"< 1 Year","Yes",39451,124,225,1
"Female",23,1,30,0,"< 1 Year","Yes",44992,152,236,1
"Female",52,1,39,0,"1-2 Year","Yes",2630,124,23,1
"Male",60,1,25,1,"1-2 Year","Yes",2630,26,64,0
"Male",20,1,2,0,"< 1 Year","Yes",39110,160,222,0
"Female",33,1,28,0,"1-2 Year","No",41567,124,50,0
"Female",38,1,13,0,"1-2 Year","Yes",2630,124,280,1
"Male",80,1,28,0,"1-2 Year","Yes",65874,26,69,0
"Male",54,1,17,0,"1-2 Year","Yes",28664,26,158,1
"Male",49,1,28,0,"1-2 Year","Yes",36553,26,199,1
"Male",39,1,46,0,"1-2 Year","Yes",28547,124,282,1
"Male",41,1,8,0,"1-2 Year","Yes",31639,124,246,1
"Female",27,1,46,1,"< 1 Year","No",26732,160,117,0
"Male",47,1,50,0,"1-2 Year","Yes",33558,30,105,1
"Female",26,1,16,1,"< 1 Year","No",2630,152,215,0
"Female",29,1,46,1,"< 1 Year","No",37683,160,108,0
"Male",56,1,28,1,"1-2 Year","No",40078,26,203,0
"Female",40,1,45,0,"1-2 Year","Yes",37807,124,259,0
"Male",31,1,39,0,"1-2 Year","Yes",36262,157,219,1
"Female",33,1,36,0,"< 1 Year","Yes",28163,152,112,0
"Female",57,1,8,0,"1-2 Year","Yes",40670,26,13,1
"Male",21,1,28,0,"< 1 Year","Yes",44565,160,34,0
"Male",63,1,8,0,"> 2 Years","Yes",55718,26,70,1
"Female",44,1,37,0,"1-2 Year","Yes",24850,128,185,1
"Female",64,1,28,0,"> 2 Years","Yes",42828,26,239,0
"Male",47,1,39,0,"1-2 Year","Yes",2630,156,51,1
"Female",22,1,36,1,"< 1 Year","No",31658,152,17,0
"Male",43,1,47,0,"1-2 Year","Yes",30925,26,48,0
"Male",24,1,45,1,"< 1 Year","No",33063,152,103,0
"Male",33,1,28,0,"> 2 Years","Yes",43255,26,242,1
"Female",32,1,52,0,"< 1 Year","No",35609,152,277,0
"Female",25,1,29,1,"< 1 Year","No",47318,152,216,0
"Male",53,1,28,0,"1-2 Year","Yes",47412,124,47,0
"Female",33,1,41,1,"< 1 Year","No",40477,152,44,0
"Male",24,1,10,1,"< 1 Year","No",23116,152,248,0
"Female",43,1,8,0,"1-2 Year","Yes",37245,124,49,0
"Female",55,1,28,0,"1-2 Year","Yes",37306,124,256,1
"Female",29,1,37,0,"< 1 Year","No",2630,160,172,0
"Male",23,1,50,1,"< 1 Year","No",39256,152,71,0
"Female",22,1,28,1,"< 1 Year","No",52160,152,236,0
"Male",26,1,15,1,"< 1 Year","No",22342,152,229,0
"Male",55,1,28,0,"> 2 Years","Yes",36597,26,183,1
"Female",25,1,3,0,"< 1 Year","Yes",26510,152,150,1
"Female",24,1,8,0,"< 1 Year","Yes",28075,152,39,0
"Male",61,1,36,0,"1-2 Year","Yes",2630,26,299,1
"Female",24,1,11,0,"< 1 Year","No",32494,152,83,0
"Female",54,1,28,1,"1-2 Year","Yes",36044,26,103,0
"Male",38,1,28,0,"1-2 Year","Yes",32318,122,186,1
"Female",36,1,11,1,"1-2 Year","No",2630,152,242,0
"Female",65,1,28,0,"1-2 Year","Yes",54678,26,119,1
"Male",56,1,10,0,"1-2 Year","Yes",29469,124,294,0
"Female",23,1,28,0,"1-2 Year","Yes",45263,26,222,1
"Male",25,1,49,0,"< 1 Year","Yes",31619,152,273,1
"Male",55,1,28,0,"> 2 Years","Yes",46665,25,114,1
"Male",40,1,28,0,"1-2 Year","Yes",2630,157,88,1
"Male",47,1,28,0,"1-2 Year","Yes",45896,26,172,1
"Female",29,1,33,0,"< 1 Year","Yes",2630,152,275,0
"Female",43,1,28,0,"1-2 Year","Yes",2630,26,194,1
"Female",58,1,41,1,"1-2 Year","No",36896,12,152,0
"Male",24,1,29,1,"< 1 Year","No",40319,152,177,0
"Female",21,1,4,1,"< 1 Year","No",30136,160,24,0
"Female",25,1,28,1,"< 1 Year","No",31365,152,207,0
"Male",43,1,28,0,"1-2 Year","Yes",52688,124,161,0
"Female",23,1,28,0,"< 1 Year","Yes",40385,152,89,1
"Male",63,1,28,0,"1-2 Year","Yes",2630,26,62,1
"Male",50,1,45,0,"> 2 Years","Yes",22362,26,230,1
"Male",22,1,46,1,"< 1 Year","No",26097,152,94,0
"Female",35,1,30,0,"1-2 Year","Yes",42199,154,75,1
"Female",44,1,8,0,"1-2 Year","Yes",30657,124,135,1
"Male",39,1,28,0,"1-2 Year","Yes",42882,124,295,0
"Female",27,1,46,0,"1-2 Year","Yes",2630,156,148,1
"Male",47,1,28,0,"1-2 Year","Yes",37390,26,26,1
"Male",66,1,30,0,"1-2 Year","Yes",2630,140,239,0
"Female",55,1,29,1,"1-2 Year","No",22608,152,156,0
"Female",61,1,14,0,"1-2 Year","Yes",27022,124,224,1
"Female",41,1,8,0,"1-2 Year","Yes",44734,124,250,0
"Female",22,1,46,0,"< 1 Year","Yes",31979,152,164,0
"Male",60,1,8,0,"1-2 Year","Yes",33863,25,166,0
"Male",30,1,21,0,"< 1 Year","Yes",2630,26,139,1
"Male",47,1,23,0,"1-2 Year","Yes",41793,124,154,1
"Male",25,1,29,1,"< 1 Year","No",26497,152,28,0
"Female",24,1,32,0,"< 1 Year","Yes",2630,160,126,0
"Female",71,1,28,1,"1-2 Year","No",31865,124,33,0
"Male",51,1,0,1,"1-2 Year","No",2630,25,263,0
"Male",25,1,47,0,"< 1 Year","Yes",30291,152,266,1
"Female",34,1,28,0,"1-2 Year","Yes",43133,26,129,1
"Male",41,1,11,0,"1-2 Year","Yes",27399,26,120,1
"Female",45,1,28,0,"> 2 Years","Yes",52011,26,250,1
"Male",68,1,17,0,"1-2 Year","Yes",39876,26,175,0
"Male",44,1,28,0,"1-2 Year","Yes",37865,26,245,1
"Male",47,1,14,0,"1-2 Year","Yes",2630,26,186,1
"Male",65,1,28,1,"1-2 Year","No",40628,122,277,0
"Female",60,1,28,0,"1-2 Year","Yes",54837,122,253,1
"Male",31,1,28,1,"< 1 Year","No",34919,152,272,0
"Male",41,1,28,1,"1-2 Year","No",26776,26,277,0
"Male",34,1,39,0,"< 1 Year","Yes",50224,124,139,1
"Female",41,1,37,0,"1-2 Year","Yes",37711,152,245,0
"Female",78,1,46,0,"> 2 Years","Yes",30593,124,260,1
"Male",47,1,28,0,"> 2 Years","Yes",52046,124,65,1
"Male",23,1,36,0,"< 1 Year","Yes",2630,124,277,1
"Male",43,1,8,0,"1-2 Year","Yes",30443,124,93,1
"Female",39,1,8,1,"1-2 Year","No",61059,26,56,0
"Female",55,1,8,1,"1-2 Year","Yes",63717,7,183,0
"Female",26,1,28,0,"< 1 Year","No",50234,152,11,1
"Female",39,1,28,0,"1-2 Year","Yes",39549,124,151,0
"Male",22,1,29,0,"1-2 Year","No",2630,154,129,0
"Male",45,1,29,0,"1-2 Year","Yes",44993,26,228,1
"Female",55,1,41,1,"1-2 Year","No",2630,26,234,0
"Male",55,1,29,0,"1-2 Year","Yes",2630,124,218,1
"Male",77,1,28,0,"> 2 Years","Yes",56981,26,79,0
"Female",34,1,46,0,"1-2 Year","Yes",28074,124,172,1
"Male",62,1,46,0,"> 2 Years","Yes",40740,30,17,0
"Male",23,1,30,1,"< 1 Year","No",25324,152,269,0
"Female",21,1,14,1,"< 1 Year","No",26810,152,116,0
"Male",52,1,8,0,"1-2 Year","Yes",50629,80,244,1
"Male",60,1,28,0,"> 2 Years","Yes",44319,122,10,1
"Male",49,1,28,0,"1-2 Year","Yes",50231,26,69,0
"Male",49,1,42,1,"1-2 Year","No",30706,26,187,0
"Male",29,1,46,1,"1-2 Year","No",35238,11,105,0
"Male",23,1,15,0,"< 1 Year","Yes",41654,152,27,0
"Male",44,1,10,0,"1-2 Year","Yes",2630,156,87,1
"Female",56,1,45,0,"1-2 Year","Yes",24537,26,44,1
"Male",44,1,32,0,"1-2 Year","Yes",2630,26,101,1
"Male",63,1,34,1,"1-2 Year","Yes",23764,26,245,0
"Female",47,1,28,0,"1-2 Year","Yes",43829,124,44,1
"Female",26,1,30,1,"< 1 Year","No",34490,152,181,0
"Female",35,1,28,0,"1-2 Year","Yes",44856,26,274,0
"Male",42,1,28,0,"1-2 Year","Yes",32886,124,79,1
