"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",24,1,13,1,"< 1 Year","No",22123,152,119,0
"Female",59,1,28,0,"1-2 Year","Yes",53224,26,265,1
"Male",66,1,28,0,"1-2 Year","Yes",57192,124,51,1
"Female",24,1,19,0,"< 1 Year","Yes",38492,152,115,1
"Female",54,1,28,1,"1-2 Year","No",53227,163,68,0
"Female",24,1,10,0,"< 1 Year","Yes",29993,152,204,1
"Male",39,1,30,0,"1-2 Year","Yes",29274,26,161,0
"Female",70,1,46,1,"1-2 Year","Yes",54320,21,210,0
"Male",45,1,18,0,"1-2 Year","Yes",22383,124,132,1
"Male",42,1,33,1,"1-2 Year","No",23895,21,150,0
"Female",21,1,36,1,"< 1 Year","No",29759,160,11,0
"Female",45,1,28,0,"1-2 Year","Yes",41747,24,268,1
"Female",28,1,28,0,"1-2 Year","Yes",44978,26,42,1
"Female",36,1,28,0,"1-2 Year","Yes",40431,124,230,0
"Female",48,1,12,0,"1-2 Year","Yes",2630,157,31,1
"Female",38,1,29,0,"1-2 Year","Yes",2630,157,281,0
"Male",68,1,28,0,"1-2 Year","Yes",47517,157,36,1
"Female",23,1,8,1,"< 1 Year","No",37192,152,47,0
"Male",24,1,28,1,"< 1 Year","No",56388,152,71,0
"Female",33,1,46,0,"< 1 Year","Yes",27509,124,51,1
"Male",47,1,17,0,"> 2 Years","Yes",2630,157,224,1
"Female",44,1,28,0,"1-2 Year","No",41157,26,202,0
"Male",22,1,18,0,"< 1 Year","Yes",2630,160,190,0
"Male",24,1,25,0,"< 1 Year","Yes",40635,152,119,0
"Female",30,1,30,0,"< 1 Year","No",32086,152,36,0
"Male",49,1,28,0,"> 2 Years","Yes",48495,124,51,0
"Male",44,1,8,0,"1-2 Year","Yes",39179,124,73,0
"Male",40,1,28,0,"1-2 Year","Yes",40911,26,246,0
"Male",21,1,15,1,"< 1 Year","No",35215,160,140,0
"Female",32,1,15,0,"< 1 Year","Yes",2630,124,142,0
"Male",22,1,33,1,"< 1 Year","No",34951,152,285,0
"Female",21,1,8,1,"< 1 Year","No",45242,160,230,0
"Female",42,1,11,0,"1-2 Year","Yes",38467,156,173,0
"Female",35,1,21,0,"1-2 Year","Yes",46874,152,206,1
"Male",35,1,1,0,"1-2 Year","No",2630,157,34,0
"Female",33,1,48,0,"1-2 Year","Yes",2630,124,224,0
"Female",21,1,10,0,"< 1 Year","Yes",23774,152,168,1
"Male",40,1,21,1,"1-2 Year","No",26299,26,66,0
"Male",48,1,46,0,"1-2 Year","Yes",20850,11,225,1
"Female",66,1,41,0,"1-2 Year","Yes",37400,120,111,0
"Male",45,1,28,0,"> 2 Years","Yes",37329,124,252,0
"Male",37,1,8,0,"1-2 Year","Yes",34535,154,83,1
"Male",35,1,40,0,"1-2 Year","Yes",2630,154,267,1
"Female",38,1,23,0,"1-2 Year","Yes",2630,156,194,1
"Male",35,1,28,0,"1-2 Year","Yes",48670,124,62,1
"Female",37,1,47,0,"1-2 Year","Yes",27735,26,55,1
"Male",46,1,41,0,"1-2 Year","Yes",30159,12,295,1
"Male",28,1,8,0,"< 1 Year","Yes",37631,124,143,1
"Male",22,1,17,0,"< 1 Year","Yes",73665,163,117,1
"Female",39,1,28,0,"> 2 Years","Yes",43080,26,258,0
"Female",77,1,28,0,"> 2 Years","Yes",35451,124,256,0
"Female",45,1,8,0,"1-2 Year","Yes",29623,124,175,1
"Male",50,1,28,0,"1-2 Year","Yes",40055,155,190,0
"Female",49,1,27,0,"1-2 Year","Yes",32381,124,167,1
"Male",42,1,28,0,"> 2 Years","Yes",31246,26,232,1
"Male",50,1,28,1,"1-2 Year","No",37194,122,240,0
"Female",47,1,15,0,"1-2 Year","Yes",31919,26,149,1
"Female",59,1,28,0,"1-2 Year","Yes",41442,26,204,1
"Female",50,1,41,0,"1-2 Year","Yes",2630,26,197,1
"Female",38,1,28,0,"1-2 Year","Yes",46059,154,65,0
"Male",20,1,30,1,"< 1 Year","No",22819,160,143,0
"Female",47,1,3,0,"1-2 Year","Yes",31688,154,56,0
"Female",27,1,37,0,"< 1 Year","Yes",25556,160,265,1
"Female",31,1,36,0,"< 1 Year","Yes",32430,160,119,0
"Male",39,1,28,0,"1-2 Year","Yes",33851,124,234,0
"Female",20,1,25,0,"< 1 Year","No",27077,160,28,0
"Male",40,1,28,1,"1-2 Year","No",38452,26,116,0
"Male",35,1,35,0,"1-2 Year","Yes",2630,124,54,1
"Male",52,1,46,0,"1-2 Year","No",2630,124,46,0
"Female",25,1,4,1,"< 1 Year","No",47105,152,11,0
"Female",43,1,25,0,"1-2 Year","Yes",24307,26,182,1
"Male",57,1,30,0,"1-2 Year","Yes",29391,163,94,0
"Male",41,1,40,0,"1-2 Year","Yes",40390,157,156,1
"Male",56,1,8,0,"1-2 Year","No",2630,26,299,0
"Female",44,1,28,0,"1-2 Year","Yes",67540,124,182,1
"Female",23,1,36,1,"< 1 Year","Yes",42358,152,246,0
"Female",35,1,6,1,"1-2 Year","No",42368,124,168,0
"Female",40,1,45,0,"1-2 Year","Yes",32922,26,77,0
"Male",32,1,41,0,"1-2 Year","Yes",2630,156,106,1
"Male",48,1,23,0,"1-2 Year","No",28462,124,294,0
"Male",50,1,41,0,"1-2 Year","Yes",33370,124,108,1
"Male",26,1,30,1,"< 1 Year","No",31294,152,18,0
"Male",48,1,28,0,"1-2 Year","Yes",37007,52,80,1
"Male",25,1,37,0,"< 1 Year","Yes",2630,160,282,1
"Female",26,1,41,1,"< 1 Year","No",33520,153,162,0
"Male",69,1,29,1,"1-2 Year","No",29556,26,30,0
"Male",68,1,39,0,"1-2 Year","Yes",33285,26,255,1
"Male",27,1,35,1,"< 1 Year","No",2630,152,190,0
"Male",43,1,28,0,"1-2 Year","Yes",37629,124,164,1
"Male",40,1,29,0,"> 2 Years","Yes",45757,26,76,1
"Male",20,1,36,1,"< 1 Year","Yes",2630,160,74,0
"Female",30,1,8,1,"< 1 Year","No",36378,152,217,0
"Male",22,1,41,1,"< 1 Year","No",59249,152,205,0
"Male",43,1,28,0,"> 2 Years","Yes",46639,124,56,1
"Male",37,1,28,0,"1-2 Year","Yes",38452,124,27,1
"Female",30,1,21,1,"< 1 Year","No",30139,152,145,0
"Male",50,1,35,0,"1-2 Year","Yes",30225,124,44,1
"Female",46,1,28,0,"1-2 Year","Yes",48876,124,290,1
"Male",74,1,41,0,"1-2 Year","Yes",29302,124,261,0
"Female",62,1,33,0,"1-2 Year","Yes",49401,124,146,0
"Female",22,1,34,1,"< 1 Year","No",37182,152,82,0
"Male",22,1,28,1,"< 1 Year","Yes",33571,124,176,0
"Female",34,1,46,1,"1-2 Year","No",31848,152,88,0
"Male",44,1,8,0,"1-2 Year","No",30817,156,251,0
"Female",30,1,6,1,"< 1 Year","No",22111,152,95,0
"Male",22,1,46,1,"< 1 Year","No",26354,160,104,0
"Male",55,1,28,0,"> 2 Years","Yes",32809,26,166,1
"Female",34,1,30,1,"1-2 Year","No",42893,152,116,0
"Male",44,1,28,0,"1-2 Year","Yes",32967,26,35,1
"Male",75,1,41,1,"1-2 Year","No",29996,26,226,0
"Male",43,1,28,0,"1-2 Year","Yes",2630,122,161,0
"Female",32,1,46,0,"< 1 Year","Yes",42647,152,250,1
"Female",30,1,31,0,"< 1 Year","Yes",2630,152,103,0
"Male",50,1,28,0,"1-2 Year","Yes",2630,26,160,1
"Female",42,1,15,0,"1-2 Year","Yes",30108,152,95,0
"Male",55,1,48,0,"1-2 Year","Yes",2630,124,194,0
"Male",25,1,11,1,"< 1 Year","No",35712,152,35,0
"Male",43,1,28,0,"1-2 Year","Yes",60694,147,100,1
"Male",21,1,15,0,"< 1 Year","Yes",29943,152,98,0
"Male",29,1,3,0,"1-2 Year","Yes",19564,124,222,1
"Female",40,1,6,0,"1-2 Year","Yes",2630,156,146,1
"Male",42,1,48,0,"1-2 Year","Yes",2630,124,215,0
"Male",40,1,28,0,"1-2 Year","Yes",23613,124,277,0
"Female",53,1,46,0,"1-2 Year","Yes",28209,26,266,1
"Male",29,1,28,1,"1-2 Year","No",31589,26,223,0
"Male",22,1,46,1,"< 1 Year","No",19754,152,179,0
"Male",21,1,36,0,"< 1 Year","Yes",2630,160,147,1
"Male",37,1,47,0,"1-2 Year","Yes",2630,26,106,1
"Female",33,1,21,0,"< 1 Year","Yes",29581,152,78,1
"Male",45,1,28,0,"1-2 Year","Yes",43923,26,33,0
"Male",22,1,15,1,"< 1 Year","No",44912,152,262,0
"Male",41,1,29,0,"1-2 Year","Yes",29343,31,132,1
"Male",62,1,16,0,"1-2 Year","Yes",2630,26,185,1
"Female",38,1,2,1,"1-2 Year","No",2630,152,194,0
"Female",32,1,28,0,"< 1 Year","Yes",45432,124,205,1
"Female",47,1,28,0,"> 2 Years","Yes",47667,26,28,1
"Female",46,1,28,0,"1-2 Year","Yes",36035,26,234,1
"Male",21,1,35,1,"< 1 Year","No",30106,160,119,0
"Female",63,1,15,0,"1-2 Year","Yes",2630,157,243,0
"Male",50,1,43,0,"1-2 Year","Yes",46213,163,234,0
"Female",23,1,46,1,"< 1 Year","No",28587,151,68,0
"Male",49,1,41,0,"1-2 Year","Yes",25989,124,74,1
"Male",55,1,28,0,"1-2 Year","Yes",54742,26,270,1
"Female",20,1,50,0,"< 1 Year","No",40586,160,279,0
"Female",64,1,28,0,"1-2 Year","Yes",49828,26,101,1
"Female",25,1,8,1,"< 1 Year","No",35420,152,257,0
"Male",41,1,3,0,"1-2 Year","Yes",2630,124,88,1
"Male",44,1,14,0,"1-2 Year","Yes",38727,26,171,0
"Female",37,1,48,1,"1-2 Year","No",2630,124,126,0
"Male",52,1,10,0,"1-2 Year","Yes",34988,26,153,1
"Male",66,1,14,0,"1-2 Year","Yes",30491,124,236,1
"Female",66,1,28,0,"1-2 Year","Yes",26791,26,59,1
"Female",24,1,8,1,"< 1 Year","No",40433,152,299,0
"Female",25,1,41,1,"< 1 Year","No",2630,152,197,0
"Male",43,1,28,0,"1-2 Year","Yes",27032,124,159,0
"Male",67,1,28,0,"1-2 Year","Yes",45730,26,42,1
"Female",23,1,28,0,"< 1 Year","Yes",52850,152,167,0
"Male",41,1,36,0,"1-2 Year","Yes",32364,124,223,1
"Male",49,1,43,0,"1-2 Year","Yes",2630,154,102,1
"Female",38,1,28,0,"1-2 Year","Yes",24466,124,134,0
"Female",51,1,8,0,"1-2 Year","Yes",29796,124,291,1
"Male",23,1,30,1,"< 1 Year","No",26213,152,66,0
"Male",71,1,28,0,"1-2 Year","Yes",30091,30,142,0
"Male",27,1,46,0,"< 1 Year","Yes",42018,154,151,1
"Male",54,1,6,0,"1-2 Year","Yes",25723,26,46,1
"Male",31,1,28,0,"< 1 Year","Yes",24798,122,79,0
"Female",40,1,2,0,"1-2 Year","Yes",30614,26,11,1
"Male",21,1,13,1,"< 1 Year","No",18688,152,194,0
"Female",24,1,8,1,"< 1 Year","No",36079,152,90,0
"Female",24,1,28,0,"< 1 Year","Yes",34984,152,161,0
"Male",44,1,28,0,"1-2 Year","Yes",45170,26,164,1
"Female",32,1,28,0,"1-2 Year","Yes",47980,26,181,1
"Male",54,1,50,0,"1-2 Year","Yes",29559,8,183,0
"Male",24,1,29,1,"< 1 Year","No",25475,152,241,0
"Female",26,1,46,1,"< 1 Year","No",30960,152,253,0
"Male",22,1,50,1,"< 1 Year","No",38010,152,107,0
"Male",24,1,41,0,"< 1 Year","Yes",33882,152,167,1
"Female",27,1,36,0,"< 1 Year","Yes",2630,152,194,0
"Male",56,1,8,0,"> 2 Years","Yes",2630,26,149,1
"Female",25,1,30,1,"< 1 Year","No",23595,160,281,0
"Female",43,1,28,0,"1-2 Year","Yes",50947,155,45,1
"Female",46,1,46,0,"1-2 Year","Yes",32194,26,151,0
"Female",47,1,28,0,"1-2 Year","Yes",27529,122,97,1
"Female",48,1,48,0,"1-2 Year","Yes",2630,124,154,1
"Female",38,1,28,0,"> 2 Years","Yes",36760,26,32,1
"Female",27,1,8,1,"< 1 Year","No",54330,152,220,0
"Male",55,1,47,0,"1-2 Year","Yes",31033,26,85,1
"Male",44,1,23,0,"1-2 Year","Yes",24102,124,94,1
"Male",42,1,28,0,"1-2 Year","Yes",40868,54,67,1
"Female",22,1,36,0,"< 1 Year","Yes",45427,152,276,0
"Male",43,1,0,0,"1-2 Year","Yes",2630,26,225,0
"Male",44,1,28,0,"1-2 Year","Yes",39609,124,164,1
"Male",28,1,28,1,"< 1 Year","No",45423,152,120,0
"Female",33,1,3,0,"1-2 Year","Yes",24580,154,100,1
"Female",33,1,28,0,"< 1 Year","Yes",52410,154,12,0
"Male",44,1,33,0,"1-2 Year","Yes",31506,124,120,0
"Female",61,1,35,0,"1-2 Year","Yes",24150,26,80,1
"Male",45,1,50,1,"1-2 Year","No",32653,124,51,0
"Male",34,1,48,0,"1-2 Year","Yes",2630,157,232,1
"Female",71,1,35,0,"1-2 Year","Yes",40297,163,113,1
"Female",23,1,32,0,"< 1 Year","Yes",2630,152,152,0
"Male",45,1,8,1,"1-2 Year","No",33104,26,281,0
"Male",75,1,28,0,"1-2 Year","Yes",67931,124,171,0
"Male",67,1,28,1,"1-2 Year","No",31609,26,218,0
"Female",25,1,11,0,"< 1 Year","Yes",28424,152,167,0
"Female",42,1,28,1,"1-2 Year","No",35126,152,158,0
"Female",48,1,28,0,"1-2 Year","Yes",41585,122,131,1
"Female",23,1,30,1,"< 1 Year","No",48906,152,113,0
"Female",25,1,30,1,"< 1 Year","No",30011,152,231,0
"Female",26,1,30,1,"< 1 Year","No",27937,152,42,0
"Female",33,1,28,0,"1-2 Year","Yes",30561,122,150,1
"Female",57,1,28,0,"> 2 Years","Yes",43999,26,10,1
"Male",40,1,11,0,"1-2 Year","Yes",2630,124,290,1
"Female",44,1,28,0,"1-2 Year","Yes",49377,124,291,1
"Male",42,1,41,0,"1-2 Year","Yes",39073,12,271,1
"Male",31,1,47,0,"1-2 Year","Yes",2630,157,194,0
"Male",24,1,6,1,"< 1 Year","No",41598,152,40,0
"Female",27,1,50,0,"< 1 Year","Yes",35132,124,52,1
"Female",34,1,35,0,"1-2 Year","Yes",33755,138,152,0
"Male",24,1,2,0,"< 1 Year","Yes",40379,152,192,0
"Female",23,1,46,1,"< 1 Year","No",34993,152,64,0
"Male",47,1,28,0,"1-2 Year","Yes",44883,26,40,1
"Male",36,1,28,1,"1-2 Year","No",44284,52,17,0
"Male",53,1,28,1,"1-2 Year","No",48145,26,121,0
"Female",21,1,12,0,"< 1 Year","Yes",30173,160,212,1
"Male",44,1,27,0,"1-2 Year","Yes",56510,124,134,1
"Male",23,1,40,1,"< 1 Year","No",42849,152,99,0
"Male",38,1,50,0,"1-2 Year","Yes",31583,26,36,1
"Female",41,1,47,0,"1-2 Year","Yes",25203,124,111,1
"Male",26,1,8,1,"< 1 Year","No",2630,152,262,0
"Female",24,1,50,1,"< 1 Year","No",44968,152,84,0
"Female",48,1,8,1,"1-2 Year","No",27965,26,10,0
"Male",58,1,31,1,"1-2 Year","No",2630,124,268,0
"Female",36,1,8,0,"1-2 Year","Yes",2630,124,48,1
"Male",57,1,43,1,"1-2 Year","No",2630,26,149,0
"Male",32,1,29,0,"1-2 Year","Yes",29280,124,160,1
"Female",24,1,17,1,"< 1 Year","No",24123,152,113,0
"Male",44,1,8,0,"1-2 Year","Yes",33131,26,243,1
"Female",25,1,14,1,"< 1 Year","No",24142,152,124,0
"Female",38,1,41,0,"1-2 Year","Yes",43276,109,72,1
"Male",62,1,28,1,"1-2 Year","Yes",2630,26,252,0
"Female",42,1,28,0,"1-2 Year","Yes",46795,26,261,0
"Female",26,1,17,1,"< 1 Year","No",27564,152,95,0
"Male",77,1,28,0,"1-2 Year","Yes",36313,61,194,0
"Male",47,1,46,0,"1-2 Year","Yes",25317,26,289,1
"Male",23,1,8,1,"< 1 Year","No",28367,152,227,0
"Female",35,1,46,1,"1-2 Year","No",26691,152,176,0
"Male",39,1,28,0,"1-2 Year","Yes",42405,124,284,1
"Female",32,1,28,0,"1-2 Year","Yes",28662,156,128,1
"Female",33,1,35,1,"< 1 Year","No",2630,152,15,0
"Female",42,1,45,0,"1-2 Year","Yes",2630,157,157,0
"Male",55,1,15,0,"1-2 Year","Yes",39832,124,28,1
"Male",22,1,45,1,"< 1 Year","No",25953,152,119,0
"Male",58,1,28,0,"1-2 Year","Yes",46711,124,139,1
"Male",30,1,15,0,"< 1 Year","Yes",36790,163,254,1
"Female",43,1,28,0,"> 2 Years","Yes",44333,26,228,1
"Female",31,1,35,1,"< 1 Year","No",35938,160,173,0
"Female",22,1,46,1,"< 1 Year","No",26027,160,94,0
"Male",24,1,43,0,"< 1 Year","Yes",2630,160,237,0
"Male",53,1,9,0,"1-2 Year","Yes",37434,124,106,0
"Male",33,1,15,0,"< 1 Year","Yes",31274,124,22,1
"Male",40,1,28,0,"1-2 Year","Yes",29164,124,233,1
"Male",46,1,28,0,"1-2 Year","Yes",58230,26,85,1
"Male",62,1,13,1,"1-2 Year","No",30416,26,120,0
"Male",64,1,48,0,"1-2 Year","Yes",2630,26,224,1
"Female",60,1,28,0,"1-2 Year","Yes",51161,26,192,0
"Male",55,1,28,0,"1-2 Year","Yes",36765,26,119,1
"Female",24,1,41,0,"< 1 Year","Yes",30775,154,279,1
"Male",40,1,28,0,"1-2 Year","Yes",42295,45,218,0
"Male",45,1,9,0,"1-2 Year","Yes",33314,127,251,0
"Female",23,1,32,1,"< 1 Year","No",15126,152,18,0
"Male",81,1,28,0,"1-2 Year","Yes",52660,25,121,0
"Female",53,1,28,0,"1-2 Year","Yes",48035,157,204,0
"Male",46,1,28,0,"1-2 Year","Yes",59703,26,79,0
"Female",60,1,28,0,"1-2 Year","Yes",70382,157,35,1
"Male",50,1,40,0,"1-2 Year","Yes",37218,124,137,0
"Female",37,1,28,0,"1-2 Year","Yes",43522,122,168,1
"Female",46,1,48,0,"1-2 Year","Yes",2630,156,164,1
"Male",22,1,46,1,"< 1 Year","No",37296,152,233,0
"Male",29,1,41,0,"1-2 Year","Yes",30459,26,146,1
"Female",23,1,8,1,"< 1 Year","No",26410,26,181,0
"Male",47,1,28,0,"1-2 Year","Yes",38905,26,96,1
"Female",23,1,15,1,"< 1 Year","No",29288,152,76,0
"Male",62,1,28,0,"1-2 Year","Yes",49248,124,185,1
"Male",49,1,28,0,"> 2 Years","Yes",46431,26,13,1
"Male",33,1,28,0,"1-2 Year","Yes",52605,29,224,0
"Female",24,1,29,1,"< 1 Year","No",21203,152,232,0
"Male",47,1,50,0,"1-2 Year","Yes",41861,124,73,1
"Male",51,1,48,0,"1-2 Year","Yes",2630,124,222,1
"Female",25,1,13,0,"< 1 Year","Yes",28260,152,161,0
"Male",61,1,8,0,"1-2 Year","Yes",40930,124,256,1
"Male",46,1,28,1,"1-2 Year","No",43378,124,247,0
"Female",40,1,28,0,"1-2 Year","Yes",30664,26,125,0
"Male",52,1,25,1,"1-2 Year","Yes",23043,124,37,0
"Male",49,1,48,0,"1-2 Year","Yes",2630,26,226,1
"Female",24,1,49,1,"< 1 Year","No",2630,152,51,0
"Male",64,1,28,0,"> 2 Years","Yes",40317,26,164,0
"Male",40,1,46,0,"1-2 Year","Yes",34540,26,228,0
"Male",21,1,21,0,"< 1 Year","Yes",2630,160,292,0
"Female",21,1,23,0,"< 1 Year","Yes",34003,163,34,0
"Male",38,1,28,1,"1-2 Year","No",39200,152,297,0
"Male",25,1,25,0,"< 1 Year","No",22224,152,275,0
"Female",25,1,37,1,"< 1 Year","No",30283,152,88,0
"Male",50,1,8,1,"1-2 Year","No",38950,26,126,0
"Female",30,1,28,1,"< 1 Year","No",36463,152,158,0
"Male",57,1,24,0,"> 2 Years","Yes",2630,26,12,1
"Female",26,1,8,1,"< 1 Year","No",31819,152,40,0
"Male",54,1,46,0,"1-2 Year","Yes",21812,26,247,1
"Male",38,1,41,0,"1-2 Year","Yes",39312,163,117,1
"Male",51,1,8,0,"< 1 Year","Yes",44842,26,16,1
"Female",43,1,28,0,"1-2 Year","No",36874,13,128,0
"Female",69,1,28,1,"1-2 Year","No",33590,26,62,0
"Male",29,1,28,1,"< 1 Year","No",23485,152,214,0
"Female",27,1,10,0,"< 1 Year","No",2630,152,75,0
"Female",29,1,13,0,"< 1 Year","Yes",29463,152,206,1
"Male",27,1,2,1,"< 1 Year","No",21129,152,45,0
"Male",59,1,28,0,"> 2 Years","Yes",47996,157,30,0
"Female",26,1,8,1,"< 1 Year","No",41942,152,224,0
"Male",63,1,50,0,"> 2 Years","Yes",35615,26,11,1
"Female",47,1,28,0,"> 2 Years","Yes",40606,26,92,1
"Female",34,1,8,1,"1-2 Year","No",65542,152,102,0
"Female",48,1,28,0,"1-2 Year","Yes",54374,26,156,1
"Male",59,1,3,0,"1-2 Year","Yes",2630,26,113,1
"Male",23,1,14,0,"< 1 Year","Yes",19064,152,162,1
"Male",26,1,28,1,"< 1 Year","No",51146,152,69,0
"Male",60,1,8,1,"1-2 Year","No",41574,26,286,0
"Female",28,1,47,1,"< 1 Year","No",37570,152,284,0
"Female",35,1,28,0,"> 2 Years","Yes",63328,125,267,1
"Female",25,1,8,0,"< 1 Year","Yes",58095,152,295,1
"Male",22,1,33,1,"< 1 Year","No",26195,152,215,0
"Male",21,1,30,0,"< 1 Year","Yes",2630,160,223,0
"Female",37,1,33,1,"1-2 Year","No",32976,124,35,0
"Male",33,1,45,0,"< 1 Year","Yes",42910,26,54,1
"Male",71,1,20,0,"1-2 Year","Yes",2630,26,172,0
"Male",22,1,36,1,"< 1 Year","Yes",32988,160,283,0
"Male",51,1,28,0,"> 2 Years","Yes",47122,26,100,1
"Female",24,1,41,1,"< 1 Year","Yes",54060,152,12,0
"Male",44,1,3,0,"> 2 Years","Yes",33978,124,222,0
"Male",46,1,33,0,"1-2 Year","Yes",2630,31,85,1
"Female",33,1,28,0,"< 1 Year","Yes",2630,156,278,0
"Male",69,1,28,0,"1-2 Year","Yes",40970,24,174,1
"Male",37,1,23,1,"1-2 Year","Yes",21687,124,278,0
"Male",48,1,28,0,"1-2 Year","Yes",39803,26,292,1
"Female",21,1,36,1,"< 1 Year","No",35912,152,42,0
"Male",31,1,20,0,"1-2 Year","Yes",2630,156,144,1
"Male",25,1,8,1,"< 1 Year","No",28809,152,34,0
"Male",76,1,27,1,"1-2 Year","No",29802,26,128,0
"Male",29,1,28,0,"< 1 Year","Yes",40275,124,228,1
"Male",59,1,24,0,"1-2 Year","Yes",34154,124,286,1
"Male",20,1,14,0,"< 1 Year","Yes",2630,163,241,0
"Male",50,1,11,0,"1-2 Year","Yes",40443,124,164,0
"Female",45,1,28,0,"> 2 Years","Yes",32759,26,82,1
"Male",34,1,28,0,"1-2 Year","Yes",2630,124,154,0
"Male",57,1,28,0,"1-2 Year","Yes",2630,156,113,1
"Male",55,1,41,0,"1-2 Year","Yes",35027,26,23,0
"Female",22,1,30,1,"< 1 Year","No",26799,152,20,0
"Female",28,1,27,1,"< 1 Year","No",2630,152,91,0
"Female",28,1,46,1,"< 1 Year","No",27621,152,108,0
"Male",65,1,28,0,"1-2 Year","Yes",35400,124,216,1
"Female",42,1,28,0,"1-2 Year","Yes",26096,26,64,1
"Male",42,1,28,1,"1-2 Year","No",50402,124,44,0
"Male",52,1,2,0,"1-2 Year","Yes",2630,157,62,1
"Female",43,1,41,0,"1-2 Year","Yes",2630,124,68,1
"Female",48,1,46,0,"> 2 Years","Yes",46757,91,65,1
"Female",34,1,28,0,"1-2 Year","Yes",33787,124,134,1
"Female",72,0,28,0,"1-2 Year","Yes",41869,124,161,0
"Male",42,1,28,0,"1-2 Year","Yes",29056,25,135,1
"Female",39,1,28,0,"1-2 Year","Yes",38390,26,127,1
"Female",23,1,47,0,"< 1 Year","Yes",32054,160,170,0
"Female",24,1,45,0,"< 1 Year","Yes",32641,152,16,1
"Male",36,1,28,0,"> 2 Years","Yes",53090,13,113,1
"Female",22,1,47,0,"< 1 Year","Yes",37600,152,83,0
"Male",52,1,8,0,"1-2 Year","Yes",40238,124,125,1
"Male",25,1,6,0,"< 1 Year","No",25059,152,26,0
"Male",48,1,28,0,"1-2 Year","Yes",38851,26,118,1
"Male",49,1,28,0,"1-2 Year","No",47598,25,205,1
"Female",23,1,13,0,"< 1 Year","Yes",34318,26,148,0
"Female",37,1,45,0,"1-2 Year","Yes",27774,26,180,1
"Male",42,1,28,0,"1-2 Year","No",23016,122,168,1
"Male",36,1,28,0,"1-2 Year","Yes",43720,122,116,1
"Male",38,1,47,0,"1-2 Year","Yes",31818,157,270,1
"Male",21,1,36,0,"< 1 Year","Yes",43326,152,92,0
"Female",29,1,28,0,"< 1 Year","Yes",28188,124,11,1
"Male",51,1,28,0,"1-2 Year","Yes",30240,26,161,1
"Female",56,1,28,0,"1-2 Year","Yes",22984,13,108,0
"Male",33,1,28,0,"< 1 Year","Yes",45280,124,248,1
"Male",55,1,30,0,"1-2 Year","Yes",2630,154,206,0
"Female",52,1,8,0,"1-2 Year","Yes",41687,124,18,0
"Male",70,1,33,0,"1-2 Year","Yes",29646,124,56,0
"Female",70,1,28,1,"1-2 Year","No",69481,125,177,0
"Male",55,1,28,0,"> 2 Years","Yes",51976,26,159,0
"Male",24,1,19,1,"< 1 Year","No",2630,152,117,0
"Female",26,1,28,1,"< 1 Year","No",39223,152,281,0
"Female",30,1,28,0,"1-2 Year","Yes",2630,158,262,1
"Male",51,1,28,0,"1-2 Year","Yes",35375,26,124,1
"Male",21,1,26,0,"< 1 Year","Yes",32070,160,232,0
"Female",44,1,28,0,"1-2 Year","Yes",27244,124,247,1
"Female",26,1,28,0,"< 1 Year","No",50234,152,11,1
"Male",41,1,46,1,"1-2 Year","No",22174,124,51,0
"Male",47,1,28,1,"1-2 Year","No",38861,26,29,0
"Male",50,1,28,0,"1-2 Year","Yes",2630,26,98,0
"Female",25,1,36,1,"< 1 Year","No",37153,152,143,0
"Male",48,1,41,0,"1-2 Year","Yes",38462,26,34,1
"Male",27,1,11,1,"< 1 Year","No",2630,152,250,0
"Male",36,1,28,0,"1-2 Year","Yes",44940,124,45,1
"Female",62,1,28,1,"1-2 Year","No",54610,25,110,0
"Male",42,1,8,0,"1-2 Year","Yes",67598,26,272,0
"Male",24,1,28,1,"< 1 Year","No",55251,152,28,0
"Female",27,1,18,1,"< 1 Year","No",21128,152,195,0
"Female",46,1,28,0,"> 2 Years","Yes",52469,3,141,0
"Male",50,1,3,0,"1-2 Year","Yes",29345,163,21,1
"Female",42,1,28,0,"1-2 Year","Yes",34369,124,204,0
"Female",35,1,28,0,"1-2 Year","Yes",29200,157,240,1
"Female",62,1,8,0,"1-2 Year","No",39384,157,58,0
"Male",38,1,28,0,"1-2 Year","Yes",53029,124,129,1
"Female",41,1,41,0,"1-2 Year","Yes",41585,124,263,1
"Male",37,1,41,0,"1-2 Year","Yes",70230,155,177,1
"Male",39,1,51,0,"1-2 Year","Yes",43670,163,218,1
"Male",47,1,41,0,"1-2 Year","No",2630,156,115,0
"Male",48,1,29,1,"1-2 Year","No",2630,15,49,0
"Male",74,1,27,0,"1-2 Year","Yes",23645,124,21,1
"Male",45,1,8,0,"1-2 Year","Yes",39812,26,17,1
"Female",23,1,14,1,"< 1 Year","No",30967,151,16,0
"Male",24,1,9,1,"< 1 Year","No",42944,152,120,0
"Male",72,1,46,1,"1-2 Year","No",2630,124,77,0
"Male",53,1,20,0,"1-2 Year","Yes",2630,26,209,1
"Male",44,1,28,0,"1-2 Year","Yes",52379,122,223,1
"Male",24,1,8,1,"< 1 Year","No",25453,152,222,0
"Male",20,1,47,0,"< 1 Year","Yes",37258,160,280,1
"Female",26,1,28,0,"< 1 Year","No",2630,156,58,1
